"Champion Men's Powerblend Fleece Pullover Hoodie, up to Size 4XL",Cotton/polyester blend helps reduce pilling and shrinkage.,#cotton,113811,5,enable,1230,300,50,10,https://i5.walmartimages.com/asr/caad199b-81a7-4323-a25a-4fa64691e630_1.59dc710f33f31749e3992f1698cfd0ce.jpeg,champion,Jacket,winter,no,yes,Color,Blue,Material,Cotton
"Champion Men's Powerblend Fleece Pullover Hoodie, up to Size 4XL",Cotton/polyester blend helps reduce pilling and shrinkage.,#cotton,113812,5,enable,1230,300,50,10,https://i5.walmartimages.com/asr/caad199b-81a7-4323-a25a-4fa64691e630_1.59dc710f33f31749e3992f1698cfd0ce.jpeg,champion,Jacket,winter,no,yes,Color,Blue,Material,Cotton
"Champion Men's Powerblend Fleece Pullover Hoodie, up to Size 4XL",Cotton/polyester blend helps reduce pilling and shrinkage.,#cotton,113813,5,enable,1230,300,50,10,https://i5.walmartimages.com/asr/caad199b-81a7-4323-a25a-4fa64691e630_1.59dc710f33f31749e3992f1698cfd0ce.jpeg,champion,Jacket,winter,no,yes,Color,Blue,Material,Cotton
"Champion Men's Powerblend Fleece Pullover Hoodie, up to Size 4XL",Cotton/polyester blend helps reduce pilling and shrinkage.,#cotton,113814,5,enable,1230,300,50,10,https://i5.walmartimages.com/asr/caad199b-81a7-4323-a25a-4fa64691e630_1.59dc710f33f31749e3992f1698cfd0ce.jpeg,champion,Jacket,winter,no,yes,Color,Blue,Material,Cotton
"Champion Men's Powerblend Fleece Pullover Hoodie, up to Size 4XL",Cotton/polyester blend helps reduce pilling and shrinkage.,#cotton,113815,5,enable,1230,300,50,10,https://i5.walmartimages.com/asr/caad199b-81a7-4323-a25a-4fa64691e630_1.59dc710f33f31749e3992f1698cfd0ce.jpeg,champion,Jacket,winter,no,yes,Color,Blue,Material,Cotton
"Champion Men's Powerblend Fleece Pullover Hoodie, up to Size 4XL",Cotton/polyester blend helps reduce pilling and shrinkage.,#cotton,113816,5,enable,1230,300,50,10,https://i5.walmartimages.com/asr/caad199b-81a7-4323-a25a-4fa64691e630_1.59dc710f33f31749e3992f1698cfd0ce.jpeg,champion,Jacket,winter,no,yes,Color,Blue,Material,Cotton
"Champion Men's Powerblend Fleece Pullover Hoodie, up to Size 4XL",Cotton/polyester blend helps reduce pilling and shrinkage.,#cotton,113817,5,enable,1230,300,50,10,https://i5.walmartimages.com/asr/caad199b-81a7-4323-a25a-4fa64691e630_1.59dc710f33f31749e3992f1698cfd0ce.jpeg,champion,Jacket,winter,no,yes,Color,Blue,Material,Cotton
"Champion Men's Powerblend Fleece Pullover Hoodie, up to Size 4XL",Cotton/polyester blend helps reduce pilling and shrinkage.,#cotton,113818,5,enable,1230,300,50,10,https://i5.walmartimages.com/asr/caad199b-81a7-4323-a25a-4fa64691e630_1.59dc710f33f31749e3992f1698cfd0ce.jpeg,champion,Jacket,winter,no,yes,Color,Blue,Material,Cotton
"Champion Men's Powerblend Fleece Pullover Hoodie, up to Size 4XL",Cotton/polyester blend helps reduce pilling and shrinkage.,#cotton,113819,5,enable,1230,300,50,10,https://i5.walmartimages.com/asr/caad199b-81a7-4323-a25a-4fa64691e630_1.59dc710f33f31749e3992f1698cfd0ce.jpeg,champion,Jacket,winter,no,yes,Color,Blue,Material,Cotton
"Champion Men's Powerblend Fleece Pullover Hoodie, up to Size 4XL",Cotton/polyester blend helps reduce pilling and shrinkage.,#cotton,113820,5,enable,1230,300,50,10,https://i5.walmartimages.com/asr/caad199b-81a7-4323-a25a-4fa64691e630_1.59dc710f33f31749e3992f1698cfd0ce.jpeg,champion,Jacket,winter,no,yes,Color,Blue,Material,Cotton
"Champion Men's Powerblend Fleece Pullover Hoodie, up to Size 4XL",Cotton/polyester blend helps reduce pilling and shrinkage.,#cotton,113821,5,enable,1230,300,50,10,https://i5.walmartimages.com/asr/caad199b-81a7-4323-a25a-4fa64691e630_1.59dc710f33f31749e3992f1698cfd0ce.jpeg,champion,Jacket,winter,no,yes,Color,Blue,Material,Cotton
"Champion Men's Powerblend Fleece Pullover Hoodie, up to Size 4XL",Cotton/polyester blend helps reduce pilling and shrinkage.,#cotton,113822,5,enable,1230,300,50,10,https://i5.walmartimages.com/asr/caad199b-81a7-4323-a25a-4fa64691e630_1.59dc710f33f31749e3992f1698cfd0ce.jpeg,champion,Jacket,winter,no,yes,Color,Blue,Material,Cotton
"Champion Men's Powerblend Fleece Pullover Hoodie, up to Size 4XL",Cotton/polyester blend helps reduce pilling and shrinkage.,#cotton,113823,5,enable,1230,300,50,10,https://i5.walmartimages.com/asr/caad199b-81a7-4323-a25a-4fa64691e630_1.59dc710f33f31749e3992f1698cfd0ce.jpeg,champion,Jacket,winter,no,yes,Color,Blue,Material,Cotton
"Champion Men's Powerblend Fleece Pullover Hoodie, up to Size 4XL",Cotton/polyester blend helps reduce pilling and shrinkage.,#cotton,113824,5,enable,1230,300,50,10,https://i5.walmartimages.com/asr/caad199b-81a7-4323-a25a-4fa64691e630_1.59dc710f33f31749e3992f1698cfd0ce.jpeg,champion,Jacket,winter,no,yes,Color,Blue,Material,Cotton
